limit_bal,age,bill_amt,pay_amt,customer_segments
-1.040601226,48,-0.26133138,-0.391952734,1
-0.042982923,29,1.849950393,0.002246828,2
0.263976554,52,-0.441587002,1.134606542,1
-0.349942401,25,-0.55643295,-0.44571885,2
2.566172637,37,5.722306356,0.627209387,0
1.184854987,27,0.267148456,0.680061735,2
0.87789551,31,2.028861269,0.227234811,2
-0.810381618,23,-0.198803305,-0.405348575,2
0.263976554,38,-0.680035322,-0.54592266,0
0.494196163,32,-0.650588508,-0.343175793,2
0.494196163,27,-0.513694442,-0.419384053,2
2.412692898,41,0.07860889,4.556485353,0
-0.887121487,35,-0.609311567,-0.45229798,0
0.263976554,31,-0.620251254,-0.192203026,2
-0.887121487,30,-0.408913318,-0.412823198,2
-0.887121487,48,-0.212333834,-0.272815648,1
0.724415771,36,-0.680702502,-0.555371023,0
-1.040601226,24,-0.248044878,-0.39807498,2
2.10573342,29,1.817346802,0.215045145,2
0.494196163,38,-0.634667031,-0.377935531,0
0.263976554,38,0.913140368,-0.180726098,0
2.489432768,30,2.395652319,0.233777391,2
-0.656901879,32,-0.651465967,-0.555371023,2
-1.117341095,49,-0.475504186,-0.370369531,1
0.033756946,31,-0.677086227,-0.529913443,2
-0.733641748,27,0.080976473,0.114256522,2
0.340716424,33,1.299118705,-0.10762465,0
-0.580162009,25,0.526476678,-0.215431011,2
1.722034073,27,3.921730913,0.580844794,2
-0.426682271,29,0.109249879,-0.307611938,2
3.180091592,36,1.900170671,0.116869899,0
1.491814465,55,-0.585438438,-0.09402778,1
0.80115564,32,2.849439064,0.212194188,2
-0.810381618,27,-0.642613491,-0.543492037,2
-0.426682271,37,0.273314037,-0.306826097,0
-0.887121487,25,-0.070136071,-0.39504127,2
-0.656901879,23,0.199607439,0.34501952,2
-0.887121487,23,-0.607951245,-0.25145175,2
-0.50342214,32,0.69794732,-0.167257156,2
-1.040601226,26,-0.66996271,-0.479765849,2
0.263976554,27,1.216525882,0.067270566,2
0.570936032,44,2.709834739,0.384640505,0
0.417456293,34,-0.26360291,-0.440236241,0
-0.042982923,28,0.879942285,-0.202656533,2
0.110496815,53,-0.463292442,0.034539393,1
0.263976554,42,-0.238475897,-0.335280836,0
-0.196462662,30,0.516759722,-0.059724925,2
1.645294204,51,-0.680702502,-0.555371023,1
3.333571331,53,6.376724994,1.107686934,1
0.724415771,37,1.749001015,2.515291878,0
0.263976554,26,-0.259716647,-0.420242995,2
-0.656901879,42,0.180106032,0.560010881,0
-0.963861357,39,-0.356302092,-0.29862046,0
-0.273202532,39,0.46144343,-0.226414504,0
-0.887121487,32,-0.423160352,-0.463994212,2
0.494196163,41,-0.554192573,0.529692055,0
-0.733641748,48,-0.274197325,-0.284767735,1
0.110496815,38,1.496061633,0.103072001,0
-0.656901879,36,-0.607657893,-0.031471216,0
0.954635379,26,-0.035320659,1.55609122,2
0.494196163,28,0.785789323,2.07686594,2
0.033756946,56,-0.675144394,-0.5050224,1
0.494196163,59,2.462066657,0.227216536,1
0.417456293,38,2.403855787,0.269706753,0
0.494196163,32,-0.309840872,-0.459681226,2
2.566172637,38,0.100394807,1.264270237,0
-0.580162009,41,-0.630155124,-0.286156663,0
1.722034073,35,4.159421191,0.685233662,0
1.798773943,41,3.52004657,0.393814737,0
0.110496815,34,-0.650684561,-0.352953111,0
-0.810381618,38,-0.182154939,-0.381755082,0
-0.349942401,32,-0.630832689,-0.186720417,2
-0.810381618,29,-0.245456632,-0.430733053,2
-0.887121487,44,-0.172092711,-0.411562198,0
-0.733641748,37,0.307342851,-0.282428489,0
2.566172637,38,-0.673560813,-0.513319414,0
0.263976554,31,-0.680702502,-0.555371023,2
0.647675901,40,0.032739565,2.974771033,0
-0.196462662,26,1.480462064,0.169247087,2
-0.733641748,28,-0.240093226,-0.357887459,2
-0.580162009,48,0.388526026,-0.290634126,1
-0.50342214,43,-0.654228148,-0.375943517,0
0.187236685,31,1.640668515,-0.023813839,2
0.494196163,42,-0.544065444,0.281055753,0
1.184854987,39,0.763271324,-0.133959447,0
0.417456293,36,-0.670256062,-0.481830965,0
0.724415771,34,-0.58207917,-0.009577332,0
-0.580162009,32,-0.679214975,-0.552501791,2
-1.040601226,43,-0.306336226,-0.471121603,0
0.724415771,30,1.053552059,-0.151193113,2
0.033756946,28,-0.560693042,-0.476640762,2
-0.656901879,28,-0.527598801,-0.491845864,2
-0.887121487,41,-0.674638167,-0.477700733,0
0.263976554,47,2.425841599,0.244157797,1
-1.117341095,23,-0.359074657,-0.364119358,2
0.647675901,49,-0.675980317,-0.523005356,1
-1.117341095,38,-0.383087971,-0.410282922,0
-1.040601226,38,-0.321278997,-0.405513053,0
-0.580162009,35,-0.258223927,-0.326928996,0
0.494196163,46,2.562187901,0.349259404,1
-0.273202532,33,-0.402882731,-0.463994212,0
-1.040601226,53,-0.680702502,-0.555371023,1
-0.042982923,35,-0.672395194,-0.504108632,0
2.566172637,43,1.296366909,14.41385019,0
0.110496815,28,-0.093889782,-0.370278155,2
-0.656901879,30,-0.483858223,-0.467649284,2
-0.349942401,26,-0.651289437,-0.364466589,2
-0.273202532,31,-0.663791937,-0.452243154,2
-0.349942401,35,-0.676964213,-0.529054501,0
1.491814465,28,-0.337322488,1.56617922,2
-0.887121487,23,-0.189379701,-0.394547836,2
-1.117341095,23,-0.411735207,-0.465127284,2
-0.50342214,56,0.544765737,1.267230846,1
-0.733641748,32,0.396952753,-0.19041204,2
-0.887121487,47,-0.397765947,-0.339776575,1
-1.194080965,22,-0.526835567,-0.471176429,2
0.954635379,34,0.941637033,0.157368102,0
-1.040601226,31,-0.394095155,-0.415655879,2
1.875513812,27,-0.064050967,1.215036411,2
1.491814465,28,0.42209015,7.756811948,2
-0.196462662,42,0.621151442,-0.058884259,0
0.340716424,32,0.430122279,-0.233724649,2
0.417456293,27,-0.628530007,2.586328211,2
-1.117341095,27,-0.379040754,-0.473131893,2
3.48705107,45,1.863281028,0.005682596,1
1.491814465,26,-0.669682338,-0.476823516,2
-1.117341095,21,-0.544114769,0.111880725,2
-0.887121487,23,-0.344523886,-0.033865288,2
-0.887121487,30,-0.113900012,-0.428631386,2
-1.194080965,46,-0.584766065,-0.486546009,1
-0.50342214,50,0.245160048,-0.243776098,1
-0.887121487,26,-0.651567213,-0.38140785,2
-0.810381618,25,-0.635562663,-0.299278373,2
2.10573342,35,3.449535691,0.46256665,0
-0.349942401,44,0.413167581,-0.291310315,0
-0.887121487,52,-0.660606603,-0.531284095,1
-0.426682271,40,0.815996775,-0.133210157,0
0.263976554,38,-0.67839982,-0.540659356,0
-0.119722793,28,-0.679876964,-0.549559457,2
-1.040601226,36,-0.240337253,-0.46947682,0
-0.50342214,24,-0.253301847,0.381149911,2
1.491814465,34,-0.528881241,0.176904464,0
1.722034073,31,0.05725651,-0.135037693,2
0.417456293,41,-0.68206542,-0.555371023,0
-0.042982923,25,-0.680702502,-0.555371023,2
0.494196163,28,-0.515968568,-0.081618809,2
-0.349942401,27,-0.041052702,-0.052359954,2
-0.50342214,52,-0.582816444,-0.418305806,1
0.187236685,41,-0.493497298,0.24607671,0
-0.887121487,56,-0.111675211,-0.379616865,1
0.570936032,42,-0.664165766,-0.438956966,0
-0.963861357,24,-0.100442172,-0.369711618,2
3.56379094,47,-0.372994591,0.461853911,1
-0.042982923,33,-0.646567251,-0.389540386,0
-0.426682271,32,0.521307974,-0.019902911,2
-1.117341095,29,-0.588213599,-0.517815153,2
0.340716424,53,0.260474053,-0.281697474,1
0.80115564,34,-0.531370838,0.23878484,0
1.491814465,52,-0.668534891,-0.464487647,1
-0.810381618,42,-0.655648178,-0.377186241,0
1.491814465,38,0.559181514,1.943035463,0
1.722034073,45,-0.655824708,-0.374920097,1
0.647675901,35,-0.583005954,0.24784942,0
-0.580162009,24,-0.401649614,-0.319911256,2
1.491814465,28,-0.582289449,0.324112506,2
-0.887121487,26,-0.277504672,-0.433200227,2
0.80115564,40,-0.617211299,-0.53709566,0
0.263976554,29,-0.437770832,0.140847174,2
-0.887121487,23,-0.175163819,-0.381828183,2
1.415074596,33,-0.613610599,-0.27970546,0
-0.042982923,60,-0.644233417,-0.36474072,1
-0.656901879,49,-0.612888902,0.006504987,1
0.954635379,53,3.532556858,0.524958736,1
0.80115564,28,-0.307860098,0.854865574,2
-0.656901879,31,-0.537323544,-0.004770911,2
-0.887121487,36,-0.579651878,-0.456684067,0
-1.040601226,35,-0.616780357,-0.246846359,0
-1.040601226,28,-0.678677596,-0.54111624,2
-0.580162009,33,-0.172559997,0.294195738,0
